,Tweet,Sentiment,Prediction,0.8695
8603,Germany's confirmed Covid19 cases increases to 202345with a death toll of 9090. The country is seeing a downwa… ,Positive,Positive,0.8695
8604, &gtThe Governor is out of his mind. is a political puppet. A sad one at tha… ,Negative,Negative,0.8695
8605,This is sad. Never in my life have I seen a travel advisory due to crime.COVID19 BackTheBlue AllLivesMatter… ,Negative,Negative,0.8695
8606,"Just a friendly reminder that many people who ""recovered"" from COVID19 have been found to have damage to the pulmo… ",Positive,Positive,0.8695
8607,These crusty old goats in charge are actively killing Americans. They don't care. Their time is almost up. COVID19… ,Negative,Neutral,0.8695
8608,My daughters school is starting out online only &amp allowing parents to vote on measures closer to time and playing i… ,Neutral,Neutral,0.8695
8609,Filming in hospitals urgent care centers violates HIPPA. Staff patients &amp visitors are prohibited from doing so P… ,Neutral,Neutral,0.8695
8610,TONIGHT AT 10 Mississippi's state health officer asks hospitals to activate ICU surge plans as COVID19 cases s… ,Neutral,Neutral,0.8695
8611,This thread is amazing please read but pay special attention to this exerpt.OneV1 COVID19 22. Contrary to in… ,Positive,Positive,0.8695
8612,Here are some things you can do to StoptheSpread of COVID19. ,Neutral,Neutral,0.8695
8613,Kern County Fair canceled for 2020Coronavirus KernCountyFair Bakersfield COVID19,Positive,Positive,0.8695
8614,Coronavirus Protein treatment trial 'a breakthrough'reduces number of patients needing intensive care accordi… ,Neutral,Neutral,0.8695
8615,The pandemic has affected some people's ability to pay their PropertyTaxes &amp the loss of those funds has impacted… ,Neutral,Neutral,0.8695
8616, Thank you so much for your support  familysponsorshipmattersFamilyIsEssential COVID19 prioritizefamilysponsorship,Positive,Positive,0.8695
8617,How does this make senseKids Will Get COVID at School but They’ll ‘Get Over It’… ,Neutral,Neutral,0.8695
8618,Watch the British epidemiologist &amp tropical disease specialist who his chronicling his battle &amp a difficult recove… ,Negative,Positive,0.8695
8619,Please consider not partying. But if you’re going to party. Please. Party. SMALL. Outside. Distanced. COVID19… ,Negative,Neutral,0.8695
8620,Covid19 Isolation Day 127I swear to god if I have to talk about masks one more time I will scream. masks… ,Positive,Positive,0.8695
8621,Yesterday we launched the 120m Youth Employment Transformation Initiative project with the government to enable yo… ,Neutral,Neutral,0.8695
8622, attended the Republican Party picnic where no masks or social distancing was done while Arizona… ,Positive,Positive,0.8695
8623,The US government has donated P14.8 million worth of regionallymanufactured PPEs to the PGH and other COVID19 tre… ,Positive,Positive,0.8695
8624,Six more persons test positive for COVID19Daily FT lka SriLanka COVID19 Covid_19 COVID19SL,Positive,Positive,0.8695
8625,Decided to start a new informal tracking tool for each shift I work in an outpatient respiratory clinic I will sha… ,Positive,Positive,0.8695
8626,21 july 2020citynewsmumbai citynews mumbainews hinidinews samachar localnews Shivsena bjp nic corona… ,Neutral,Neutral,0.8695
8627,"Trump to resumeCOVID19 briefings.""Never been anything like it"" he said calling them ""very successf… ",Positive,Positive,0.8695
8628,MASK ONMASK OFFMASK ONMASK OFFI FEEL LIKE I’M TAKING CRAZY PILLS trump stupid maskon maskoff… ,Negative,Negative,0.8695
8629,"""After reading about Angelina Jolie wearing a 7000 dress with a 5 face mask I knew there had to be more to this… ",Positive,Positive,0.8695
8630,Special episode outwith Ted Giovanis … ,Positive,Positive,0.8695
8631,Found out my mother her husband and his mother are positive for Covid. My aunt is positive for it as well. I am… ,Positive,Positive,0.8695
8632," it's not ""sniffles."" Flu B kept my athletic teenager out of school for a week missing all of his fina… ",Negative,Negative,0.8695
8633,I would pass my lips for everything you are I would feel your sensations and I would be with you for hours Online… ,Neutral,Neutral,0.8695
8634,He was asked for leadership on COVID19 not local policing by unidentified agents kidnap… ,Neutral,Neutral,0.8695
8635, Fucking COVID19,Negative,Neutral,0.8695
8636,Tell the U.S. Senate to pass critical protections for nurses.ProtectNurses during COVID19. Sign … ,Neutral,Neutral,0.8695
8637,Reminder that thedoesn't care about you or your small business. coronavirus covid19 ,Negative,Positive,0.8695
8638, I'm not referring to normal daily pressures I have 4 kids 2 businesses… ,Positive,Positive,0.8695
8639,This pandemic is now financially effecting the rich. De niro will be lucky to make 7.5 mil this year. Shit Even Hil… ,Positive,Positive,0.8695
8640, Yes the person who work on the front line of the pandemic is one of the people who participates to cover… ,Neutral,Neutral,0.8695
8641,We90z Kids have heard of MidTerm Breaksbut never had had breaks lasting this long to the extent they hate being… ,Negative,Negative,0.8695
8642, MSM knows America leads the world in covid19 testing. So now they attac… ,Neutral,Neutral,0.8695
8643, ...this league is not going anywhere. The politicians and community leaders will e… ,Neutral,Neutral,0.8695
8644,NZPolitics how come NewZealand has no long term strategy or planning for investment Not even in… ,Positive,Positive,0.8695
8645,Pandemic disabled voices are not heard chronicillness COVID19 stigma ,Negative,Neutral,0.8695
8646, israelicrimes during covidpandemic Palestine Gaza covid19 BREAKING IsraeliKillers MosadTerror,Neutral,Neutral,0.8695
8647,Our community Salvation Army &amp food bank now permanently closed due to covid shutdown. The one place this rural tow… ,Negative,Negative,0.8695
8648,UPDATED 720 Coronavirus Resources for the SocialImpact SectorFeat. News via  Analysis from … ,Neutral,Neutral,0.8695
8649,NO FLESH‼ You don’t want to miss quick 23 minute read that I posted on COVID19 vaccination Link… ,Positive,Positive,0.8695
8650,As of today 21 July 2020 Cambodia has reported 26 new imported cases of COVID19 &amp 4 recovered cases. Bringing the… ,Positive,Positive,0.8695
8651, Millennials &amp GenZ antimaskers who selfishly think their freedomlicense to infect others &amp foolishly… ,Negative,Neutral,0.8695
8652,The people who do have a medical condition that prevents them from wearing a mask they're probably staying home an… ,Neutral,Neutral,0.8695
8653,Our Google Assistant just interrupted us while we were talking and started doing this... COVID19  washing song. ,Neutral,Neutral,0.8695
8654, Sign “Today’s Topic GOP has sold its soulBraun and Young are cowards” and I’ll deliver a copy to your offici… ,Positive,Positive,0.8695
8655,Vipers offseason report with general manager and head coach Jason McKeeBrieann Knorr … ,Positive,Positive,0.8695
8656,AI is changing the way Sales and Marketing workare your leadership skills in place  ,Neutral,Neutral,0.8695
8657,Parenting decisionmaking fatigue is so so real. The level of exhaustion is 1010 right now. COVID19 parenting,Positive,Positive,0.8695
8658,Is remotework just another day at the office for you or are you still struggling to come to terms with it Here's… ,Neutral,Neutral,0.8695
8659,Ten of the 13 new COVID19 cases in New South Wales today are linked to a growing cluster at the Thai Rock restaura… ,Positive,Positive,0.8695
8660,President Duterte on Monday night said the country's mayors have to do more in the Philippine pandemic fight as… ,Positive,Positive,0.8695
8661,Latest COVID19 statisticsCOVID19 COVID19Aus COVID19India COVID19USA ,Positive,Positive,0.8695
8662,The Covid19 newsflow is deteriorating Nice chart by Bank of America.  virus is… ,Positive,Positive,0.8695
8663,Heyyou want to maybe do the right thing by this guy Asking for 143K who have died due to COVID19… ,Positive,Positive,0.8695
8664,Report from the challenges of childcare during the COVID19 pandemic. Many childcare centers in… ,Positive,Positive,0.8695
8665, more Americans have died from Trump's purposefully incompetent Russian directed covid19 response tha… ,Positive,Positive,0.8695
8666,ALERT San Bernardino County hits record for ICU patientshospitalized for COVID19 symptomsGlobal Pandemic News… ,Neutral,Neutral,0.8695
8667,Pres. Rodrigo Duterte says the country's mayors have to do more in the fight against the COVID19 pandemic as the P… ,Positive,Positive,0.8695
8668,The WHO just came out last week and said asymptotic spread is rare and then were fo… ,Positive,Positive,0.8695
8669,I will not be your puppet. COVID19 is real the pandemic is fake. I’m aware that this is a bioweapon. No one can t… ,Negative,Positive,0.8695
8670, talking about the importance of caribbeanglobaldestinations In such unprecedented times even the war… ,Positive,Positive,0.8695
8671,Mr. President what is this No offense but seriouslyWhat is this  You say you’re bored of… ,Negative,Neutral,0.8695
8672,Isn't it funnywouldn't be seen with a facemask and all thewas just fine with it but now he… ,Positive,Positive,0.8695
8673,Come to Missouri take home some COVID19 ,Neutral,Neutral,0.8695
8674,New prints We just got these really cool prints. PM me if you like me to make you a mask  homemade maskup… ,Positive,Positive,0.8695
8675, Sign “Stop Trump's latest attack on the CDC and American public health” and I’ll deliver a copy to your officials… ,Positive,Positive,0.8695
8676,HealthcareWorker here. I’ve treated coronavirus patients since March. I have never been offered a Covid19 t… ,Neutral,Positive,0.8695
8677,In this time of COVID19 it’s especially important for patients with chronic lung disease to protect their lung he… ,Positive,Positive,0.8695
8678,MONEY Green Statement Mask MakeAStatement Fashion Clothes Money RageOn UnKalledIV Sales OnSale Hurry Now… ,Negative,Neutral,0.8695
8679,MississaugaPeel have not reported full set of data on their site.I don't know how many additional deaths or re… ,Positive,Positive,0.8695
8680,KPMG welcomes JobKeeper and JobSeeker announcement.a further six months of support albeit reduced with enhanced… ,Neutral,Neutral,0.8695
8681,The most effective way to prevent the spread COVID19 is to avoid being exposed in the first place. There are four… ,Positive,Positive,0.8695
8682,Shame on WWE.Ric Flair's wife has COVID19 yet they continue to put the 71yearold on TV taping from Orlando F… ,Neutral,Neutral,0.8695
8683,... Whoever does the will of my heavenly Father is brother and sister and mother to me. Today's Gospel Matthew 12… ,Neutral,Neutral,0.8695
8684,A novel coronavirus CoV is a new strain of coronavirus.The disease caused by the novel coronavirus first identif… ,Positive,Positive,0.8695
8685,"ReadingCovid19 and ""living for the needs of the day"" by my college classmate Karen La… ",Neutral,Neutral,0.8695
8686,How do facilities managers ensure indoor air quality &amp manage HVAC systems to minimise the risk of COVID19 transmi… ,Neutral,Neutral,0.8695
8687,Write letter to Canadian MPs about the Israeli military order to stop Covid19 facility in Hebron opening.… ,Negative,Neutral,0.8695
8688,As COVID19 caseload mounts Florida Gov. Ron DeSantis sued by teachers over school reopening plan. ,Neutral,Neutral,0.8695
8689,This made my night  COVID19 Fauci DrFauci coronavirus ,Neutral,Neutral,0.8695
8690,One importantlifesaving imo gift that’s special about Dr. Hotez is his ability to bring together both republican… ,Positive,Positive,0.8695
8691,"Best article yet for the""But COVID19 is only 1% fatal"" people...p.s. I know DonaldDoesNotRead so here you go… ",Positive,Positive,0.8695
8692,tRUmp will never live this treachery down. Sorry MF.May his saving grace be Alzheimer… ,Negative,Negative,0.8695
8693,Delivered supplies to one of our families who has been battling COVID19 for well OVER A MONTH. So frustrating As… ,Negative,Neutral,0.8695
8694, Imagine the lives you could have saved if you just told your trumpanzees to do this from the begin… ,Neutral,Neutral,0.8695
8695,Hi Mr Stable Genius140000 dead Americans from COVID is how many 12 packs of Diet Coke264285… ,Positive,Positive,0.8695
8696,if COVID was part of theplotline.i spent way too much time on this to be like the cool kids. pl… ,Positive,Positive,0.8695
8697,OMGYour people are suffering and dying. what the fuck are you doing mississippi COVID19… ,Negative,Negative,0.8695
8698,covid19 Schwag for our pedsicu team at .Trying to boost morale with colorful patches Pediatrics… ,Positive,Positive,0.8695
8699,1 No...we are NOT united2 It's COVID19 3 It's humane to WearAMask4 It has nothing to do with pa… ,Neutral,Neutral,0.8695
8700,We have real work to do to fight the diseases of systemic racism and COVID19 in our community. The failure to do e… ,Negative,Positive,0.8695
8701,covid19 CoronaVirusUpdates Trump says they are children with sniffles...but 2 children just died of covid19.… ,Neutral,Neutral,0.8695
8702,CovidKim FIRE45 FIRE45ANDVP45 FIREtheGOP FIRE45 FIRE45 FIRE45 FIREtheGOP FIREtheGOP CovidKim… ,Neutral,Neutral,0.8695
8703,Global situation 21 July 2020 0900 A.M. Total confirmed 14852700 Recovered 8906690 Active cases 53… ,Positive,Positive,0.8695
8704,COVIDIOTS When the nuts are running the pandemic While COVID19 ravages our nation ,Neutral,Neutral,0.8695
8705,ALERT NFL agrees to eliminate preseason reaches deal with unionon coronavirus testingGlobal Pandemic News … ,Neutral,Neutral,0.8695
8706, Sign “Stop Trump's latest attack on the CDC and American public health” and I’ll deliver a copy to your officials… ,Positive,Positive,0.8695
8707, Dear shame on you. This type of misinformation is killing people. And then people like Laura… ,Neutral,Neutral,0.8695
8708,Navy Vet Christopher David who SERVED his country asked federal officers in Portland to remember their oathsth… ,Neutral,Neutral,0.8695
8709,PLEASE StayWoke LOVED ONES Crazy COVID19 Stories  ,Positive,Positive,0.8695
8710,covid19 cases known has doubled in the few weeks since Broward has enacted mandatory masking.,Negative,Positive,0.8695
8711,Don’t be a banana. COVID19 MaskUp banana ,Neutral,Neutral,0.8695
8712,Which one do you preferuvclamp uvlight prefer disinfection sterilizing virus safe covid19 tweet… ,Positive,Positive,0.8695
8713,I fear Trump will have a new panel of chronies and Kayleigh spewing lies about COVID19.,Positive,Positive,0.8695
8714,What side is page onthe country executors office is not something I ever heard abo… ,Neutral,Neutral,0.8695
8715,COVID19 coronaviruswill survive these n 2020,Neutral,Neutral,0.8695
8716,Y’all... I’ve figured all this out. COVID19 is actually sponsored byso they can get their microchip in… ,Neutral,Neutral,0.8695
8717,Alllllll that's going to happen is Trump Impeached is going to use the COVID19 briefings in place of his fizzled… ,Neutral,Neutral,0.8695
8718,Congress kicks off discussions this week on new COVID19 relief legislation. Get the latest views from our investme… ,Positive,Positive,0.8695
8719,A lot of difficulties appearing with this ebola outbreak and COVID19 isn’t helping. ,Neutral,Neutral,0.8695
8720,F this guy.COVID19 ,Neutral,Neutral,0.8695
8721,"BREAKINGTrump Confirms ""Army"" Is Going National.Unidentified SecretPolice  gestapoon US streets.… ",Neutral,Neutral,0.8695
8722, Yo shit leaning  you Betta stop before yo shit unattached  they should've shaped your hea… ,Negative,Negative,0.8695
8723,CoronaVirusus Florida educators have filed a lawsuit seeking to overturn the state's emergency order that forces s… ,Neutral,Neutral,0.8695
8724,First postCOVID19 run. Not far and not fast but I survived.running COVID19 ,Positive,Positive,0.8695
8725, Sign “COVID19 Medicaid FMAP bump &amp increased HCBS funding” and I’ll deliver a copy to your officials… ,Neutral,Neutral,0.8695
8726,51 years ago today we put Americans on the moon.Today we can’t even produce enough PPE or tests for COVID19.,Neutral,Neutral,0.8695
8727,MIMOS has been contributing to the Government in its efforts to address the pandemic challenges and working with ou… ,Neutral,Neutral,0.8695
8728,He was wasting his breath. The viewers on Fox News take their orders from one man and one man only Donald Trump. I… ,Neutral,Neutral,0.8695
8729,Hear how Netsmart helpedandsecure more than 1 million of federal funding to support t… ,Positive,Neutral,0.8695
8730,TrumpConspiracy the greatest show on earth has been picked up for another season after 3 months. Starting tomorrow… ,Positive,Positive,0.8695
8731,The employment services system was already not fit for purpose before the COVID19 pandemic &amp somehow the PM expect… ,Negative,Neutral,0.8695
8732,I'm not going to no club wit a mask on. Like the whole experience is blown  mask COVID19 club,Positive,Positive,0.8695
8733,A complete guide of tour from Dubai to AbuDhabi.  ,Positive,Positive,0.8695
8734,At today's press conferencestated very clearly that he wants to go to serological test rather than… ,Positive,Positive,0.8695
8735,28 MT Onion has been exported through financially assisted and recognised packhouse of APEDA Common facility fo… ,Negative,Neutral,0.8695
8736,As many as 33580 tests were conducted in the last 24 hours including 16195 rapid antigen tests. Till date 1349… ,Positive,Positive,0.8695
8737,Now some of these MFing parents are saying they will send their children to school in lace or mesh masks.… ,Neutral,Neutral,0.8695
8738,The music and pumped in crowd noise adds some atmosphere but sometimes it’s so quiet you can hear a cell phone ring… ,Neutral,Neutral,0.8695
8739,Today's market report from US stocks opened little changedFirst week of earnings seasonStimulus… ,Negative,Positive,0.8695
8740,20July 2020 COVID19 statistics in South Africa CoronaVirusSA ,Neutral,Neutral,0.8695
8741,Changanassery Market Becomes Centre Of Concern  COVID19,Neutral,Neutral,0.8695
8742,So which is it Kids canNOT get COVID19 or they CAN get COVID19 And are we protecting children or just a free fo… ,Positive,Positive,0.8695
8743,What does New York Cuba &amp Venezuela have in commonThey all “did it correctly” according to Doctor Fauci.I’m… ,Positive,Positive,0.8695
8744,Sen. Sotto on calling for probe into COVID19 deaths of several drug lords in Bilibid If the PDLs persons deprive… ,Neutral,Neutral,0.8695
8745,tracik had covid19 symptoms and she just ended her selfquarantine.And asked first thing she didWent hiking… ,Positive,Positive,0.8695
8746,Thanks to masks my bitch face can finally rest COVID19 coronavirus WearADamnMask,Positive,Positive,0.8695
8747,when someone says something about BLM you saying “you’re not gonna end racism” is the equivalent of seeing someon… ,Neutral,Neutral,0.8695
8748,In the face of COVID19 informal housing markets can make or break economic recovery. Protections must be in plac… ,Positive,Positive,0.8695
8749,Hidalgo country Deep South Texas just issued a shelterathome order due to COVID death surge. Residents are only… ,Negative,Neutral,0.8695
8750,‘Texas officials say religious schools can ignore local health officials on coronavirus...the state's attorney g… ,Neutral,Neutral,0.8695
8751,India without social security will hit the most in Covid19 crisis. Its also a positive feedback loop as less tran… ,Positive,Positive,0.8695
8752,Vietnam gov’t holds off licensing new airlines until 2022 Vietnam airlines aviation Covid19 coronavirus ncov… ,Positive,Positive,0.8695
8753, nothing like F I N A L L Y watchingbaseball preseason covid19 SFGiants thisis2020,Neutral,Neutral,0.8695
8754,Brazil's Minister of Education Milton Ribeiro tested positive for Covid19 on Monday just hours after another cabi… ,Positive,Positive,0.8695
8755,So fun update. I’ve got COVID19like symptoms. Again. But turns out I may not have any testing options up here in… ,Positive,Positive,0.8695
8756,I m grateful that I brought smile on someone's face during COVID19 tym.… ,Positive,Positive,0.8695
8757,A place to go and check the Emergency Declarations and more from any Emergency including COVID19. ,Positive,Neutral,0.8695
8758,Just released ’s Afghanistan Development Update finds that the country’s economy will contract by betwe… ,Neutral,Neutral,0.8695
8759,The COVID19death rate is .0001% for people under 20 years old. Send the kids back to school.COVID19 ,Positive,Positive,0.8695
8760,I still feel like they put Kanye in that mental hospital because he was telling too much truth about JayZ Facebook… ,Positive,Positive,0.8695
8761, Democrats sent Coronavirus patients to nursing homes to kill off older people. Why Because older peop… ,Positive,Positive,0.8695
8762,Mask Holderscolorado connecticut beaches ocean oceanreef bikinismiami facemask staysafe covid19Neptu… ,Neutral,Neutral,0.8695
8763,Cinemas in most parts of the Chinese mainland reopened on Monday of July 20 2020 following monthslong closures… ,Positive,Positive,0.8695
8764, That was the bestspringsummer game I have ever seen. covid19Let’s hope to see those post… ,Negative,Positive,0.8695
8765,Yep we can definitely say that at ONE point in time you were patriotic. Once.COVID19 StaySafe ,Neutral,Neutral,0.8695
8766,No matter how much trouble arisesthe Science should move onOur third publication on COVID19 suggesting that e… ,Negative,Positive,0.8695
8767,Luis Martinez had just become a father when he contracted covid19. When his symptoms worsened his partner tried t… ,Neutral,Neutral,0.8695
8768,China and Zambia's joint fight against the COVID19 pandemic is expected to help lift their relations to a higher l… ,Positive,Positive,0.8695
8769,"EXCLUSIVE COVID19 is not a 14 day disease for some people. ""Here I am at over 120 days still unwell"" says Brit… ",Neutral,Neutral,0.8695
8770,There would be no division of wearing facemask for COVID19 if there was transparency and truth...If there was a… ,Neutral,Neutral,0.8695
8771,We watched the entire season in 3 days not knowing this would merge right into COVID19. The last episode covers 8… ,Positive,Positive,0.8695
8772, was pleased to take part in the first virtual East Asia Summit Senior Officials’ Meeting last night. We are comm… ,Positive,Positive,0.8695
8773,Facts about covid19 ,Neutral,Neutral,0.8695
8774,PCOO suspends work after employee tests positive for COVID19 ,Positive,Positive,0.8695
8775,Possible vaccine if so line up for kickoff and kickoff return vaccine COVID19,Neutral,Neutral,0.8695
8776,Right. So explain why earlier cases of Covid19 have been found outside of China dating… ,Positive,Positive,0.8695
8777,Dear MAGA friends ask yourselves why Canada has done so much better dealing with the COVID19 pandemic than the… ,Positive,Positive,0.8695
8778,pk donlemonhow did we go from the sniffles 99% are harmless going away like a miracle 5 ppl sick &amp still… ,Negative,Negative,0.8695
8779,Oxford COVID19 vaccine 'safe' for humansCOVID19 coronavirus ,Positive,Positive,0.8695
8780,Help us to be with our loved onesFamilyIsEssential prioritizefamilysponsorshipfamilysponsorshipmatters… ,Positive,Positive,0.8695
8781, Hey Jeff why isn't WaPo reporting more flu deaths this year than C19.Your reporters can't look at num… ,Positive,Positive,0.8695
8782,Here is the list of COVID19 Testing Facilities in Brazoria County. Remember you need to call ahead and make an ap… ,Neutral,Neutral,0.8695
8783,Here is the list of COVID19 Testing Facilities in Brazoria County. Remember you need to call ahead and make an ap… ,Neutral,Neutral,0.8695
8784,The Govt has been fighting this medically vulnerable USAF Veterans plea for… ,Negative,Neutral,0.8695
8785,i’ve done my share of stupid selfish careless things but one thing i won’t regret is intentionally defying medical… ,Negative,Negative,0.8695
8786,Italy is one of a number of countries working to establish a national network on of sewage testing for COVID19. T… ,Neutral,Neutral,0.8695
8787,Odishabased couple – 85yearold Surendra Pati and 78yearold Sabitri – recently recovered from the deadly… ,Neutral,Neutral,0.8695
8788,Queensland premiersays she ‘won’t hesitate’ to declare more areas in NSW hot spots as she waits for… ,Positive,Positive,0.8695
8789,COVID19 death toll in Brazil crosses the 80000 mark AFP news agency,Neutral,Neutral,0.8695
8790,COVID19 numbers for Monday from the Government of the TurksAndCaicos Islands 81 confirmed cases and 2 deaths.… ,Positive,Positive,0.8695
8791,To the families of the 141000 who died of COVID19I’m so sorry you have to see this all unfold. As a 911 family member I understand.,Negative,Negative,0.8695
8792, Who elects these nut jobs COVID19,Neutral,Neutral,0.8695
8793, for InternationalConsensusCriteria to see if longhauler… ,Neutral,Neutral,0.8695
8794,Release 20 July 2020As of today a cumulative total of 373 628 confirmed COVID19 cases in South Africa have been… ,Positive,Positive,0.8695
8795,People are cursing 2020 like coronavirus has come with an expiry date of Dec 31 2020.COVID19 StayHomeStaySafe,Neutral,Neutral,0.8695
8796,CoronaVirusus Kentucky Gov. Andy Beshear on Sunday announced the largest singleday total of new Covid19 cases in… ,Positive,Positive,0.8695
8797,Unpresidented steps COVID19 coronavirus art cartoonoftheday ,Neutral,Neutral,0.8695
8798,Is it possible to obtain a Thai business visa during the COVID19 amnesty  Thailand… ,Neutral,Neutral,0.8695
8799,IndiaFightsCoronaRegularly clean commonly touched surfaces and objects around you to help prevent the spread of… ,Positive,Positive,0.8695
8800,Covid19 UpdatesINDIALast updated on21072020 004035Today's ReportNew Cases0New Recoveries 0New… ,Neutral,Neutral,0.8695
8801,"Lamentations 340Let us examine our ways and turn back to the Lord"" As we lament about the adverse effects… ",Neutral,Neutral,0.8695
8802,Take a minute to watchtell her story of going from covering the COVID19 pandemic to being one of tho… ,Neutral,Neutral,0.8695
8803, CoronaDon's response to COVID19 is beyond inept it's flatout criminal. He's encouraging his cult to s… ,Negative,Neutral,0.8695
8804,Important information about COVID19 is available in 60 different languages. You can select from the dropdown menu… ,Positive,Positive,0.8695
8805,Heyduring covid19 Coleman Boyd YOUR doctor spends his time harassing healthcare facility patients… ,Neutral,Neutral,0.8695
8806,COVID19 delirium infographic Here is a helpful info graphic we I helped develop for the . Share i… ,Neutral,Neutral,0.8695
8807,. Activity Bridge Work in connection with Bhadrak Nergundi 3rd Line. Dist Bhadrak Jajpur Cutt… ,Neutral,Neutral,0.8695
8808,Dr Harvey Risch leading Yale epidemiologist says on Ingraham tonite that 75000 to 100000 lives can be saved from… ,Neutral,Neutral,0.8695
8809,The US covid19 case survival rate is one percent better than Canada's. Given the rapidly rising case numbers in th… ,Positive,Positive,0.8695
8810, recently acknowledged that Airborne transmission of COVID19 through particles known as aerosols is possible.… ,Neutral,Neutral,0.8695
8811,ET Reports Oxford vaccine test ignites hope with immune Tcells seen during trialsCOVID19 ,Neutral,Neutral,0.8695
8812, Find the lie. COVID19 ,Neutral,Neutral,0.8695
8813,South actor AishwaryaArjun daughter of ArjunSarja tested positive for coronavirus. She is quarantined at home.… ,Positive,Positive,0.8695
8814,This is a blatant lie. Stop peddling rubbish &amp giving people a false sense of security. The results published in th… ,Negative,Neutral,0.8695
8815,Top story'COVID19 statistics in SA as at 20 July. '  see more ,Positive,Neutral,0.8695
8816,Texas reports 1000 new coronavirus deaths in 10 days COVID19 Pandemic PublicHealth WearAMask ,Positive,Positive,0.8695
8817,It is books that are a key to the wide world if you can't do anything else read all that you can. camming… ,Negative,Positive,0.8695
8818,ALERT Charges filed against St. Louis couple who brandished gunsat protestersGlobal Pandemic News … ,Neutral,Neutral,0.8695
8819,Stop being disengenuous. NY was hit while tRump was still telling people it was a hoax. A… ,Neutral,Neutral,0.8695
8820,Your daily reminder—as if you needed it but of course some folks do—that Trump &amp Co. have botched COVID19 respons… ,Neutral,Neutral,0.8695
8821,You thinkwould know how bad covid19 is in america we’re the 3rd highest deaths you suddenly… ,Negative,Neutral,0.8695
8822,We can do this COVID19 ,Neutral,Neutral,0.8695
8823,"JohnFitzgeraldKennedy ""Ask not what your country can do for you ask what you can do for your country""… ",Neutral,Neutral,0.8695
8824,Updated for 72020 Fairfax Coronavirus COVID19 ,Neutral,Neutral,0.8695
8825,Everyone Please watch this Overview from the Founder of LionsShare Mr. James Ward. This is a great video present… ,Positive,Positive,0.8695
8826,The Palace Museum reopened its indoor exhibition halls to the public on Tuesday after Beijing contained the most r… ,Positive,Positive,0.8695
8827,NewProfilePic I'm alive &amp well thnx 4 asking  COVID19 coronavirus  ,Positive,Positive,0.8695
8828,STAGE 4 getting closer..This with govt reducing JobKeeper &amp JobSeeker payments..Anyone who thinks we’re through… ,Neutral,Neutral,0.8695
8829,The circulation of coronavirus in France is “increasing” according to the Ministry of Health with at least 400 ac… ,Negative,Positive,0.8695
8830,BBC NewsCornoavirus UK economy has 'clawed back half of lost ground' you believe thi… ,Negative,Positive,0.8695
8831,Strong work discussing COVID19 and the implication of spread amongby children byonwith… ,Positive,Positive,0.8695
8832,Normalize not sleeping with people who don't wear masks COVID19 AntiMaskers WearADamnMask,Neutral,Neutral,0.8695
8833,Interesting to know that Government of Nepal is resuming domestic &amp international flights from 17 Aug 2020 with cer… ,Positive,Positive,0.8695
8834,Updated for 72020 Fairfax Coronavirus COVID19 ,Neutral,Neutral,0.8695
8835,Fort Saskatchewan's Covid cases increase by 200% Were all going to die Put a mask on your feet as well. Find a t… ,Neutral,Neutral,0.8695
8836,Always wondered why the governments don't do anything for StreetChildren saw an opportunity in… ,Neutral,Neutral,0.8695
8837,What about COVID19 recovery The “new normal” will just be “the preCOVID normal.” I would love to be convinced ot… ,Positive,Positive,0.8695
8838, In light of more COVID19 cases will you now stop Bill 30 The ForProfit Healthcare ActOr is this a… ,Positive,Positive,0.8695
8839,1409 new cases and 67 new deaths in Bolivia 338 GMT coronavirus CoronaVirusUpdate COVID19 CoronavirusPandemic,Positive,Positive,0.8695
8840,DisrupTV Brian Solis Joins Ray Wang and Vala Afshar to Explore the Rise of the Novel Economy in a Global Pandemic… ,Neutral,Neutral,0.8695
8841,COVID19 in Asean update for July 20 — Indonesia caseload eases on back of record deaths &amp all the Asean Mornin… ,Neutral,Neutral,0.8695
8842,Tomorrow is the final day to have your say in the online COVID19 recovery ideas survey. Don’t miss your chance to… ,Neutral,Neutral,0.8695
8843,If the predator can take on these guns while wearing a face mask think of everything you could do while wearing o… ,Neutral,Neutral,0.8695
8844,“Vulnerable” cities have a high concentration of jobs in sectors like retail manufacturing and hospitality an… ,Negative,Positive,0.8695
8845, is treating Covid19 like it is Putin. RollOver GoodBoyCOVID19… ,Neutral,Neutral,0.8695
8846,Is there a concise list of the best practices governments should take to arrest the COVID19 pandemic We wear ma… ,Positive,Positive,0.8695
8847, COVID19 MasksUp travelban Americans Banned From Traveling to the Bahamas Starting This Week ,Neutral,Neutral,0.8695
8848,CoronaVirusus US recorded 41203 new cases and 321 reported deaths on Monday total 3814463 cases and at least 1… ,Negative,Positive,0.8695
8849,Study the ZelecnkoProtocol that cuts Covid19 fatalities &gt 80% by early use of Hydroxychloroquine Azithromycin &amp… ,Positive,Positive,0.8695
8850,This tweet says what we all know. Covid19 is not a serious public health issue. It’s spec… ,Positive,Positive,0.8695
8851, Trump said he's often right. At… ,Positive,Positive,0.8695
8852,"Trumphumping Missouri governor says students will catch COVID19 but will ""get over it"" amid push to reopen schools ",Neutral,Neutral,0.8695
8853, You quote the AAP’s statement “children do best when they are in school” as the reasoning for the r… ,Positive,Positive,0.8695
8854, Call it by it’s real name COVID19 &amp stop being racist about a nonpartisan virus,Positive,Positive,0.8695
